VIN,Dealer,Make,MarketValue,Mileage,Model,Price,Year,modelYearId
1GKKNMLS4HZ265059,Mc Kenzie Motors,Gmc,23809.615384615387,35192.0,Acadia,27490.0,2017,7615
5FRYD3H45GB011490,Mc Kenzie Motors,Acura,23709.375,51697.0,MDX,28490.0,2016,7290
LRBFXCSA3KD009041,Mc Kenzie Motors,Buick,25189.285714285717,14589.0,Envision,28990.0,2019,9153
1GTG5CEN3J1181256,Mc Kenzie Motors,Gmc,29215.0,29567.0,Canyon,29490.0,2018,8877
3GKALWEU1JL262225,Mc Kenzie Motors,Gmc,20995.454545454544,4787.0,Terrain,29490.0,2018,8056
5J6RW1H50KA034197,Mc Kenzie Motors,Honda,26287.5,8126.0,CR-V,30490.0,2019,9667
1GCGSCEN8H1228249,Mc Kenzie Motors,Chevrolet,26456.66666666667,26915.0,Colorado,30490.0,2017,7871
4S4BSANC1K3245088,Mc Kenzie Motors,Subaru,27200.0,9430.0,Outback,30990.0,2019,9581
7FARW1H5XKE036749,Mc Kenzie Motors,Honda,26287.5,3927.0,CR-V,31490.0,2019,9667
5GAKRCKD1HJ316143,Mc Kenzie Motors,Buick,24920.0,16890.0,Enclave,31990.0,2017,7660
1GYKNERS8JZ130594,Mc Kenzie Motors,Cadillac,28471.42857142857,36921.0,XT5,31990.0,2018,8941
1GCGTCEN7H1245282,Mc Kenzie Motors,Chevrolet,26456.66666666667,59847.0,Colorado,31990.0,2017,7871
3GKALVEX0LL239526,Mc Kenzie Motors,Gmc,2600.0,2016.0,Terrain,32490.0,2020,0
3TMAZ5CN6HM045922,Mc Kenzie Motors,Toyota,30339.772727272728,28555.0,Tacoma,32490.0,2017,7761
1GCGSDEN3H1215530,Mc Kenzie Motors,Chevrolet,26456.66666666667,22522.0,Colorado,32990.0,2017,7871
3GTP1VEC0FG395099,Mc Kenzie Motors,Gmc,24787.5,71636.0,Sierra 1500,32990.0,2015,7182
4T1B61HK0KU267472,Mc Kenzie Motors,Toyota,25032.5,7566.0,Camry,32990.0,2019,9771
1C6RR7LT9HS788005,Mc Kenzie Motors,Ram,28240.83333333333,45074.0,1500,32990.0,2017,7789
1FTEW1EF5HKD08112,Mc Kenzie Motors,Ford,33840.625,50716.0,F-150,33490.0,2017,7787
3GKALXEX5KL344668,Mc Kenzie Motors,Gmc,23527.272727272728,60.0,Terrain,33990.0,2019,9323
5LMCJ2D99KUL29928,Mc Kenzie Motors,Lincoln,29709.375,5672.0,MKC,33990.0,2019,9119
5TDYZRFHXHS198606,Mc Kenzie Motors,Toyota,28120.83333333333,34275.0,Highlander,33990.0,2017,7651
1GKKNPLS1HZ249662,Mc Kenzie Motors,Gmc,23809.615384615387,30983.0,Acadia,34490.0,2017,7615
5FNYF5H95JB008907,Mc Kenzie Motors,Honda,29951.470588235294,37737.0,Pilot,34490.0,2018,8516
1GCGTDEN7J1295210,Mc Kenzie Motors,Chevrolet,28238.09523809524,38649.0,Colorado,34990.0,2018,8873
1FTER4EH3KLA09228,Mc Kenzie Motors,Ford,29863.46153846154,10886.0,Ranger,34990.0,2019,9180
1GKS2JKJ0FR525342,Mc Kenzie Motors,Gmc,,86864.0,Yukon XL,35490.0,2015,6949
5GAEVAKW9JJ255404,Mc Kenzie Motors,Buick,29582.142857142866,13.0,Enclave,35990.0,2018,8224
5GAEVAKW5JJ254198,Mc Kenzie Motors,Buick,29582.142857142866,13.0,Enclave,35990.0,2018,8224
5TFCZ5AN3HX096932,Mc Kenzie Motors,Toyota,30339.772727272728,50839.0,Tacoma,36490.0,2017,7761
3GNKBHRS0KS559508,Mc Kenzie Motors,Chevrolet,31917.5,14626.0,Blazer,36990.0,2019,9615
1GYKNFRS7HZ142462,Mc Kenzie Motors,Cadillac,27295.83333333333,26919.0,XT5,36990.0,2017,7585
1C6RR7PT8HS560619,Mc Kenzie Motors,Ram,28240.83333333333,58821.0,1500,37490.0,2017,7789
1FA6P8CF3K5189548,Mc Kenzie Motors,Ford,33497.22222222222,16048.0,Mustang,37990.0,2019,9185
5FNYF8H06KB017653,Mc Kenzie Motors,Honda,31107.142857142866,43505.0,Passport,37990.0,2019,9974
JTEBU5JR4H5414822,Mc Kenzie Motors,Toyota,31352.777777777777,42152.0,4Runner,37990.0,2017,7766
1GCVKRECXJZ267540,Mc Kenzie Motors,Chevrolet,31433.796296296296,10054.0,Silverado 1500,38490.0,2018,8753
1GKKNXLS5JZ106378,Mc Kenzie Motors,Gmc,25829.545454545456,21135.0,Acadia,38490.0,2018,8876
1GTG6EEN5H1249737,Mc Kenzie Motors,Gmc,25994.642857142866,35618.0,Canyon,38990.0,2017,7587
3GCPCSEC0JG112749,Mc Kenzie Motors,Chevrolet,31433.796296296296,43265.0,Silverado 1500,39990.0,2018,8753
1GTG6FEN1K1203769,Mc Kenzie Motors,Gmc,,7463.0,Canyon,39990.0,2019,9574
5TDHZRAHXLS506857,Mc Kenzie Motors,Toyota,2600.0,2140.0,Highlander,39990.0,2020,0
3GCPCREC7JG572001,Mc Kenzie Motors,Chevrolet,31433.796296296296,11976.0,Silverado 1500,40990.0,2018,8753
5TFHW5F16HX664062,Mc Kenzie Motors,Toyota,2600.0,55170.0,Tundra 4WD,41990.0,2017,0
3GCUKSEC3JG106823,Mc Kenzie Motors,Chevrolet,31433.796296296296,43027.0,Silverado 1500,42490.0,2018,8753
1GKKNPLS7LZ116753,Mc Kenzie Motors,Gmc,2600.0,3954.0,Acadia,43490.0,2020,0
3GTU2NEC5JG129537,Mc Kenzie Motors,Gmc,32937.5,56865.0,Sierra 1500,43490.0,2018,8878
3GCUKSEJ5HG125480,Mc Kenzie Motors,Chevrolet,29153.22580645161,44968.0,Silverado 1500,43990.0,2017,7788
1FTEW1EG7HKE05188,Mc Kenzie Motors,Ford,33840.625,46521.0,F-150,43990.0,2017,7787
1C4HJXEG4JW164297,Mc Kenzie Motors,Jeep,2600.0,19418.0,Wrangler Unlimited,44490.0,2018,0
1GCGTEEN3K1340621,Mc Kenzie Motors,Chevrolet,29688.09523809524,18240.0,Colorado,44490.0,2019,9573
3GCUKSEC2JG275344,Mc Kenzie Motors,Chevrolet,31433.796296296296,43795.0,Silverado 1500,44990.0,2018,8753
3GCUKREC5JG432373,Mc Kenzie Motors,Chevrolet,31433.796296296296,5482.0,Silverado 1500,45490.0,2018,8753
1C4HJXEN9KW500834,Mc Kenzie Motors,Jeep,2600.0,16460.0,Wrangler Unlimited,45490.0,2019,0
3GTU2NEC9JG555084,Mc Kenzie Motors,Gmc,32937.5,23759.0,Sierra 1500,45990.0,2018,8878
JN8AY2NF1K9351315,Mc Kenzie Motors,Nissan,38241.66666666666,18797.0,Armada,47490.0,2019,9755
1GTU9FEL9LZ176672,Mc Kenzie Motors,Gmc,2600.0,8676.0,Sierra 1500,59490.0,2020,0
1GKS1HKJ8JR397050,Mc Kenzie Motors,Gmc,,2233.0,Yukon XL,60490.0,2018,8374
1GKS2CKJ5LR151012,Mc Kenzie Motors,Gmc,2600.0,11585.0,Yukon,64990.0,2020,0
